Owner:;Invent.Nr.;Bezeichnung:;Kategorie:;Gebäude:;Raum:;Abteilung:;Serien-Nr.;Rechnungsdatum:;Wert:;Lieferant;Leistung;Fassung;Gewicht;Lampentyp;Apparate-Nr.
Bühnentechnik PZ;BTK23937;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;419
Bühnentechnik PZ;BTK23938;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;420
Bühnentechnik PZ;BTK23939;2kW PC 4/61 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 524 08;01.01.90;820;EBZ;2000;GY 16;15.2;CP 72;401
Bühnentechnik PZ;BTK23940;2kW PC 4/61 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 524 08;01.01.90;820;EBZ;2000;GY 16;15.2;CP 72;402
Bühnentechnik PZ;BTK23941;2kW PC 4/61 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 524 08;01.01.90;820;EBZ;2000;GY 16;15.2;CP 72;403
Bühnentechnik PZ;BTK23942;2kW PC 4/61 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 524 08;01.01.90;820;EBZ;2000;GY 16;15.2;CP 72;404
Bühnentechnik PZ;BTK23943;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;455
Bühnentechnik PZ;BTK23944;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;456
Bühnentechnik PZ;BTK23945;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;457
Bühnentechnik PZ;BTK23946;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;458
Bühnentechnik PZ;BTK23947;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;459
Bühnentechnik PZ;BTK23948;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;460
Bühnentechnik PZ;BTK23949;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2000;Merlo;2000;GY 16;21.5;CP72;461
Bühnentechnik PZ;BTK23950;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;462
Bühnentechnik PZ;BTK23951;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;463
Bühnentechnik PZ;BTK23952;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;464
Bühnentechnik PZ;BTK23953;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;465
Bühnentechnik PZ;BTK23954;2kW Profil 15/40 Enizoom HPZ 215;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;94  100 03;01.01.95;2200;Merlo;2000;GY 16;21.5;CP72;466
Bühnentechnik PZ;BTK23955;2kW Profil 19/32 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 424 03;01.01.90;1500;EBZ;2000;GY 16;22.2;CP72;451
Bühnentechnik PZ;BTK23956;2kW Profil 19/32 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 424 03;01.01.90;1500;EBZ;2000;GY 16;22.2;CP72;452
Bühnentechnik PZ;BTK23957;2kW Profil 19/32 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 424 03;01.01.90;1500;EBZ;2000;GY 16;22.2;CP72;453
Bühnentechnik PZ;BTK23958;2kW Profil 19/32 Strand Cadenza;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 424 03;01.01.90;1500;EBZ;2000;GY 16;22.2;CP72;454
Bühnentechnik PZ;BTK23959;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1551
Bühnentechnik PZ;BTK23960;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1552
Bühnentechnik PZ;BTK23961;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1553
Bühnentechnik PZ;BTK23962;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1554
Bühnentechnik PZ;BTK23963;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1555
Bühnentechnik PZ;BTK23964;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1556
Bühnentechnik PZ;BTK23965;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1557
Bühnentechnik PZ;BTK23966;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1558
Bühnentechnik PZ;BTK23967;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1559
Bühnentechnik PZ;BTK23968;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1560
Bühnentechnik PZ;BTK23969;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1561
Bühnentechnik PZ;BTK23970;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1562
Bühnentechnik PZ;BTK23971;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1563
Bühnentechnik PZ;BTK23972;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1564
Bühnentechnik PZ;BTK23973;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1565
Bühnentechnik PZ;BTK23974;300 W Par 56 Longnose bl;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;keine;16.10.07;65;IQ Unlimited;300;GX 16d;1.8;;1566
Bühnentechnik PZ;BTK23975;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1567
Bühnentechnik PZ;BTK23976;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1568
Bühnentechnik PZ;BTK23977;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1569
Bühnentechnik PZ;BTK23978;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1570
Bühnentechnik PZ;BTK23979;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1571
Bühnentechnik PZ;BTK23980;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1572
Bühnentechnik PZ;BTK23981;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1573
Bühnentechnik PZ;BTK23982;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1574
Bühnentechnik PZ;BTK23983;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1575
Bühnentechnik PZ;BTK23984;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1576
Bühnentechnik PZ;BTK23985;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1577
Bühnentechnik PZ;BTK23986;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1578
Bühnentechnik PZ;BTK23987;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1579
Bühnentechnik PZ;BTK23988;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1580
Bühnentechnik PZ;BTK23989;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1581
Bühnentechnik PZ;BTK23990;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1582
Bühnentechnik PZ;BTK23991;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1583
Bühnentechnik PZ;BTK23992;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1584
Bühnentechnik PZ;BTK23993;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1585
Bühnentechnik PZ;BTK23994;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1586
Bühnentechnik PZ;BTK23995;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1587
Bühnentechnik PZ;BTK23996;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1588
Bühnentechnik PZ;BTK23997;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1589
Bühnentechnik PZ;BTK23998;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1590
Bühnentechnik PZ;BTK23999;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1591
Bühnentechnik PZ;BTK24000;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1592
Bühnentechnik PZ;BTK24001;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1593
Bühnentechnik PZ;BTK24002;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1594
Bühnentechnik PZ;BTK24003;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1595
Bühnentechnik PZ;BTK24004;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1596
Bühnentechnik PZ;BTK24005;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1597
Bühnentechnik PZ;BTK24006;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1598
Bühnentechnik PZ;BTK24007;300 W Par 56 shortnose;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;300;GX 16d;1.5;;1599
Bühnentechnik PZ;BTK24008;300W PC Spotlight MiniFresnel 8/53;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;276;IQ Unlimited;300;GY 9.5;1.3;M 38;977
Bühnentechnik PZ;BTK24009;300W PC Spotlight MiniFresnel 8/53;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;276;IQ Unlimited;300;GY 9.5;1.3;M 38;978
Bühnentechnik PZ;BTK24010;300W PC Spotlight MiniFresnel 8/53;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;276;IQ Unlimited;300;GY 9.5;1.3;M 38;979
Bühnentechnik PZ;BTK24011;300W PC Spotlight MiniFresnel 8/53;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;276;IQ Unlimited;300;GY 9.5;1.3;M 38;980
Bühnentechnik PZ;BTK24012;300W PC 6/57 Spotlight MiniPC;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;316;IQ Unlimited;300;GY 9.5;1.6;M 38;973
Bühnentechnik PZ;BTK24013;300W PC 6/57 Spotlight MiniPC;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;316;IQ Unlimited;300;GY 9.5;1.6;M 38;974
Bühnentechnik PZ;BTK24014;300W PC 6/57 Spotlight MiniPC;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;316;IQ Unlimited;300;GY 9.5;1.6;M 38;975
Bühnentechnik PZ;BTK24015;300W PC 6/57 Spotlight MiniPC;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;316;IQ Unlimited;300;GY 9.5;1.6;M 38;976
Bühnentechnik PZ;BTK24016;300W PC Spotlight MiniProfil 20/40;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;674;IQ Unlimited;300;GY 9.5;2.9;M 38;981
Bühnentechnik PZ;BTK24017;300W PC Spotlight MiniProfil 20/40;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;674;IQ Unlimited;300;GY 9.5;2.9;M 38;982
Bühnentechnik PZ;BTK24018;300W PC Spotlight MiniProfil 20/40;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;674;IQ Unlimited;300;GY 9.5;2.9;M 38;983
Bühnentechnik PZ;BTK24019;300W PC Spotlight MiniProfil 20/40;Licht/Scheinwerfer;Ge09;Raum Szenografie;Bühnentechnik PZ;keine;29.06.07;674;IQ Unlimited;300;GY 9.5;2.9;M 38;984
Bühnentechnik PZ;BTK24020;500 Fluter Strand Coda (asymm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;603
Bühnentechnik PZ;BTK24021;500 Fluter Strand Coda (asymm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;604
Bühnentechnik PZ;BTK24022;500 Fluter Strand Coda (asymm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;605
Bühnentechnik PZ;BTK24023;500 Fluter Strand Coda (asymm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;606
Bühnentechnik PZ;BTK24024;500 Fluter Strand Coda (asymm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;607
Bühnentechnik PZ;BTK24025;500 Fluter Strand Coda (asymm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;609
Bühnentechnik PZ;BTK24026;500 Fluter Strand Coda (asymm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;610
Bühnentechnik PZ;BTK24027;500 Fluter Strand Nocturne (symm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.88;300;EBZ;500;R 7s;3.8;;601
Bühnentechnik PZ;BTK24028;500 Fluter Strand Nocturne (symm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.88;300;EBZ;500;R 7s;3.8;;602
Bühnentechnik PZ;BTK24029;500 Fluter Strand Nocturne (symm);Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.01.90;300;EBZ;500;R 7s;3.8;;608
Bühnentechnik PZ;BTK24030;500 W  Niedervoltparabolspiegel;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;04.07.02;760;R&V;500;E 40;12;RKP 500W/24/KV/E40;667
Bühnentechnik PZ;BTK24031;500 W  Niedervoltparabolspiegel;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;04.07.02;760;R&V;500;E 40;12;RKP 500W/24/KV/E41;668
Bühnentechnik PZ;BTK24032;500 W  Niedervoltparabolspiegel;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;04.07.02;760;R&V;500;E 40;12;RKP 500W/24/KV/E42;669
Bühnentechnik PZ;BTK24033;500 W Brückenverfolger;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;04.07.02;960;R&V;500;E 40;16;RKP 500W/24/KV/E40;666
Bühnentechnik PZ;BTK24034;575 HMI Profiler 11/26 RJ Quincy 421SNXE;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;5100;IQ Unlimited;575;G 24;16;MSR / MSD 575W HR;728
Bühnentechnik PZ;BTK24035;575 HMI Profiler 11/26 RJ Quincy 421SNXE;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;5100;IQ Unlimited;575;G 24;16;MSR / MSD 575W HR;729
Bühnentechnik PZ;BTK24036;5kW Fresnel Quartz Color Pollux Mod.280;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;0-0;01.01.99;2500;unbekannt;5000;G 38;20;CP 85;751
Bühnentechnik PZ;BTK24037;5kW Fresnel Quartzcolor Studio Mk 2;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;112941-08;10.12.08;1485;EBZ;5000;G 38;20;CP 85;752
Bühnentechnik PZ;BTK24038;5kW Fresnel Quartzcolor Studio Mk 2;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;112941-08;10.12.08;1485;EBZ;5000;G 38;20;CP 85;753
Bühnentechnik PZ;BTK24039;5kW Fresnel Quartzcolor Studio Mk 2;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;112600-08;10.12.08;1485;EBZ;5000;G 38;20;CP 85;754
Bühnentechnik PZ;BTK24040;5kW Fresnel Quartzcolor Studio Mk 2;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;112458-08;10.12.08;1485;EBZ;5000;G 38;20;CP 85;755
Bühnentechnik PZ;BTK24041;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;901
Bühnentechnik PZ;BTK24042;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;902
Bühnentechnik PZ;BTK24043;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;903
Bühnentechnik PZ;BTK24044;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;904
Bühnentechnik PZ;BTK24045;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;905
Bühnentechnik PZ;BTK24046;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;906
Bühnentechnik PZ;BTK24047;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;907
Bühnentechnik PZ;BTK24048;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;908
Bühnentechnik PZ;BTK24049;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;909
Bühnentechnik PZ;BTK24050;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;910
Bühnentechnik PZ;BTK24051;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;911
Bühnentechnik PZ;BTK24052;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;912
Bühnentechnik PZ;BTK24053;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;913
Bühnentechnik PZ;BTK24054;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;914
Bühnentechnik PZ;BTK24055;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;915
Bühnentechnik PZ;BTK24056;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;916
Bühnentechnik PZ;BTK24057;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;917
Bühnentechnik PZ;BTK24058;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;918
Bühnentechnik PZ;BTK24059;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;919
Bühnentechnik PZ;BTK24060;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;Podium G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;920
Bühnentechnik PZ;BTK24061;650W Fresnel 6/60 Selecon Acclaim;Licht/Scheinwerfer;Ge09;BlackBox 2 G13;Bühnentechnik PZ;ACC 031518;28.06.07;300;IQ Unlimited;650;GY 9.5;2.8;T 27;921
